game_id,configuration_file,round_id,trial_index,block,target,controlled,snd_value,snd_class,chat_mode,speaker_id,listener_id,context,sec_until_press,description,description_len,time_to_message,sec_until_click,response,correct
P2vCPjLp9Ptewueeu,exp2_train_and_test_14.json,MZeHSqgWht5tFNWPQ,10,1,page5-75.svg,False,0.6944444444444444,low,single-utterance-unidirectional,35,203,"['page9-34.svg', 'page5-36.svg', 'page7-41.svg', 'page5-75.svg', 'page3-21.svg', 'page2-20.svg', 'page7-226.svg', 'page8-176.svg', 'page2-86.svg', 'page7-144.svg']",8.0,flamingo facing left,3.0,11.0,"(22,)",page5-75.svg,True
BFp4Qb2pMJ9KqvuLm,exp2_train_and_test_29.json,3CqQKfkH5gxhrjux8,28,4,page7-115.svg,False,0.6,low,single-utterance-unidirectional,49,133,"['page7-115.svg', 'page2-34.svg', 'page5-75.svg', 'page5-128.svg', 'page6-186.svg', 'page1-132.svg', 'page9-25.svg', 'page7-117.svg', 'page6-228.svg', 'page4-241.svg']",3.0,bridge with pointy ends and square feet,7.0,9.0,"(11,)",page7-115.svg,True
KLSQpeJJBJFt4uCqW,exp2_train_and_test_53.json,9CMTz6H82NCqsy4e4,5,0,page7-127.svg,False,0.6222222222222222,low,single-utterance-unidirectional,18,208,"['page8-159.svg', 'page8-58.svg', 'page5-165.svg', 'page7-127.svg', 'page7-157.svg', 'page9-40.svg', 'page3-70.svg', 'page4-232.svg', 'page8-234.svg', 'page5-45.svg']",8.0,bird,1.0,11.0,"(22,)",page7-127.svg,True
MmhSzH4XndEquDjWg,exp2_train_and_test_49.json,xkhqcDZXd9CNPdSrF,27,4,page7-44.svg,False,1.0,high,single-utterance-unidirectional,226,125,"['page7-186.svg', 'page2-140.svg', 'page8-192.svg', 'page2-114.svg', 'page5-153.svg', 'page5-80.svg', 'page7-44.svg', 'page8-18.svg', 'page7-115.svg', 'page2-85.svg']",7.0,square with triangle legs,4.0,18.0,"(23,)",page7-44.svg,True
6sdzX3zNscvD52sKe,exp2_train_and_test_32.json,QTLhFqoi25WJ3yN8T,18,3,page7-115.svg,False,0.6,low,single-utterance-unidirectional,158,33,"['page4-232.svg', 'page5-45.svg', 'page7-115.svg', 'page5-155.svg', 'page2-131.svg', 'page7-155.svg', 'page7-157.svg', 'page8-217.svg', 'page5-233.svg', 'page1-34.svg']",5.0,The bridge or bedstead,4.0,14.0,"(24,)",page7-115.svg,True
P2vCPjLp9Ptewueeu,exp2_train_and_test_14.json,dCxZqr5CftZ3iZQKM,1,0,page2-86.svg,True,0.7777777777777777,low,single-utterance-unidirectional,35,203,"['page9-34.svg', 'page5-36.svg', 'page7-41.svg', 'page5-75.svg', 'page3-21.svg', 'page2-20.svg', 'page7-226.svg', 'page8-176.svg', 'page2-86.svg', 'page7-144.svg']",12.0,Top of a bear's head,5.0,24.0,"(44,)",page2-86.svg,True
ix7nCebmqDhnteL7t,exp2_train_and_test_11.json,qsqxeLy2bePb2MKky,8,1,page7-177.svg,True,1.0,high,single-utterance-unidirectional,129,180,"['page6-162.svg', 'page7-226.svg', 'page7-177.svg', 'page8-156.svg', 'page7-53.svg', 'page7-41.svg', 'page7-36.svg', 'page-F.svg', 'page7-145.svg', 'page8-192.svg']",5.0,C with a extra block,5.0,9.0,"(18,)",page7-177.svg,True
22ivtGw9ahgyetDB6,exp2_train_and_test_28.json,4RsvALsziNzoh79c5,18,3,page5-63.svg,False,0.9935185185185184,high,single-utterance-unidirectional,53,161,"['page6-155.svg', 'page7-113.svg', 'page2-34.svg', 'page7-115.svg', 'page7-44.svg', 'page3-33.svg', 'page6-52.svg', 'page5-121.svg', 'page6-175.svg', 'page5-63.svg']",,,,,,,
ZrWCQ66uhbQhnQkMT,exp2_train_and_test_45.json,4ygdmGxY7a6Kg2hLp,28,4,page8-22.svg,False,0.3444444444444444,low,single-utterance-unidirectional,182,95,"['page8-22.svg', 'page7-144.svg', 'page9-34.svg', 'page2-36.svg', 'page7-216.svg', 'page7-115.svg', 'page7-22.svg', 'page7-107.svg', 'page1-185.svg', 'page6-31.svg']",,,,,,,
WrqiaWaE2zELAL6fT,exp2_train_and_test_44.json,JBdtustsqdE7LZB9K,8,1,page4-197.svg,False,1.0,high,single-utterance-unidirectional,194,207,"['page8-21.svg', 'page4-197.svg', 'page6-53.svg', 'page4-96.svg', 'page2-34.svg', 'page5-101.svg', 'page7-20.svg', 'page5-190.svg', 'page8-22.svg', 'page6-226.svg']",5.0,house falling of side,4.0,12.0,"(16,)",page4-197.svg,True
eRY4aLbXMMApECwkg,exp2_train_and_test_54.json,H4YKL4zScZP4T5SrZ,28,4,page2-131.svg,False,0.5333333333333334,low,single-utterance-unidirectional,179,228,"['page6-245.svg', 'page6-107.svg', 'page4-142.svg', 'page7-177.svg', 'page8-18.svg', 'page5-80.svg', 'page7-217.svg', 'page5-155.svg', 'page2-131.svg', 'page6-109.svg']",,,,,,,
FcWs7wviKdmRDeZ2P,exp2_train_and_test_13.json,D9Swm4QbaX2idP3er,13,2,page6-204.svg,False,1.0,high,single-utterance-unidirectional,114,209,"['page6-21.svg', 'page1-128.svg', 'page3-207.svg', 'page7-125.svg', 'page4-155.svg', 'page9-40.svg', 'page8-22.svg', 'page6-204.svg', 'page8-192.svg', 'page6-31.svg']",6.0,A castle with a chimney,5.0,16.0,"(21,)",page6-204.svg,True
b8qnCmHD6h9pLDuo5,exp2_train_and_test_18.json,eXgJ94zXTSGw63MEG,10,1,page8-234.svg,False,0.0,low,single-utterance-unidirectional,216,36,"['page1-172.svg', 'page6-219.svg', 'page9-32.svg', 'page7-126.svg', 'page9-23.svg', 'page4-142.svg', 'page6-123.svg', 'page1-34.svg', 'page4-98.svg', 'page8-234.svg']",14.0,"the 'chair, h shape' piece, at a bit of an angle",11.0,38.0,"(47,)",page8-234.svg,True
xpedWsTwKZkYKDBK5,exp2_train_and_test_10.json,Fhzy9c2Rx8Gh8R7fk,9,1,page7-116.svg,False,1.0,high,single-utterance-unidirectional,167,181,"['page7-79.svg', 'page3-12.svg', 'page7-116.svg', 'page2-100.svg', 'page1-150.svg', 'page9-25.svg', 'page7-35.svg', 'page5-56.svg', 'page8-206.svg', 'page6-185.svg']",13.0,two triangles sandwiching a diamond,5.0,28.0,"(47,)",page7-116.svg,True
td9LbRmrtawkbpDTK,exp2_train_and_test_38.json,iXis49P73vCEZ55YK,24,4,page4-197.svg,False,1.0,high,single-utterance-unidirectional,23,101,"['page6-71.svg', 'page7-41.svg', 'page4-197.svg', 'page4-98.svg', 'page6-109.svg', 'page6-208.svg', 'page6-135.svg', 'page7-15.svg', 'page2-131.svg', 'page6-186.svg']",5.0,head on pillow,3.0,9.0,"(21,)",page4-197.svg,True
HMLZ7yLtqizrGXToe,exp2_train_and_test_58.json,iXsMXqbJAyMN39QRJ,20,3,page5-84.svg,False,0.5111111111111112,low,single-utterance-unidirectional,68,127,"['page8-38.svg', 'page4-195.svg', 'page3-205.svg', 'page7-41.svg', 'page4-241.svg', 'page5-84.svg', 'page7-226.svg', 'page6-31.svg', 'page5-233.svg', 'page9-40.svg']",9.0,house animal walking,3.0,12.0,"(32,)",page5-84.svg,True
FmNABdjcKH8WBAJgm,exp2_train_and_test_57.json,dYwWiHf8rzkkynFE5,11,1,page5-26.svg,False,0.7518518518518518,low,single-utterance-unidirectional,166,135,"['page7-20.svg', 'page3-139.svg', 'page8-22.svg', 'page5-102.svg', 'page4-195.svg', 'page7-217.svg', 'page5-26.svg', 'page7-40.svg', 'page9-40.svg', 'page5-232.svg']",10.0,"Mirrored and heart shaped, with 1 part sticking out on the bottom and a smaller part sticking out at the top",21.0,40.0,,,
fphrGLMRzugpFQB9t,exp2_train_and_test_39.json,eWCxdjGja7LtjGByE,37,5,page2-165.svg,False,0.7499999999999999,low,single-utterance-unidirectional,151,206,"['page8-159.svg', 'page1-133.svg', 'page9-39.svg', 'page2-165.svg', 'page8-215.svg', 'page1-117.svg', 'page8-246.svg', 'page4-180.svg', 'page6-226.svg', 'page9-34.svg']",5.0,paper sail boat,3.0,14.0,"(25,)",page2-165.svg,True
xWDb5pSywSSfaBFxk,exp2_train_and_test_33.json,b42HGf8qid8p9jCrP,3,0,page8-234.svg,False,0.0,low,single-utterance-unidirectional,177,54,"['page8-234.svg', 'page1-132.svg', 'page5-85.svg', 'page6-21.svg', 'page6-185.svg', 'page6-52.svg', 'page5-63.svg', 'page7-113.svg', 'page6-228.svg', 'page7-203.svg']",16.0,,,,,,
eRY4aLbXMMApECwkg,exp2_train_and_test_54.json,WuHHs8pBrzxWXa2w7,34,5,page3-33.svg,False,0.6111111111111112,low,single-utterance-unidirectional,179,228,"['page4-128.svg', 'page7-107.svg', 'page7-113.svg', 'page3-33.svg', 'page2-100.svg', 'page7-166.svg', 'page6-206.svg', 'page1-149.svg', 'page6-160.svg', 'page2-140.svg']",,,,,,,
LjDKHC66RDcfqag7Z,exp2_train_and_test_9.json,pGM5igtKxBkDEork6,27,4,page8-192.svg,False,0.6444444444444446,low,single-utterance-unidirectional,188,16,"['page4-5.svg', 'page2-100.svg', 'page5-36.svg', 'page5-120.svg', 'page5-190.svg', 'page1-97.svg', 'page8-21.svg', 'page7-15.svg', 'page8-192.svg', 'page6-226.svg']",9.0,pony,1.0,10.0,"(22,)",page8-192.svg,True
bGBxX3sGPDiG6Ezeb,exp2_train_and_test_4.json,bfeWbQQMY2aootRxj,35,5,page2-131.svg,False,0.5333333333333334,low,single-utterance-unidirectional,40,184,"['page7-177.svg', 'page5-75.svg', 'page6-204.svg', 'page7-35.svg', 'page7-144.svg', 'page4-98.svg', 'page2-131.svg', 'page6-245.svg', 'page9-34.svg', 'page7-115.svg']",5.0,axe or tomahawk,3.0,13.0,"(23,)",page2-131.svg,True
Ka9k9DGetwQuneKFx,exp2_train_and_test_40.json,onjsDN2pSxeEDZF7P,39,5,page7-157.svg,False,0.6037037037037036,low,single-utterance-unidirectional,162,102,"['page7-217.svg', 'page3-59.svg', 'page8-234.svg', 'page5-85.svg', 'page7-157.svg', 'page1-175.svg', 'page7-203.svg', 'page5-155.svg', 'page8-169.svg', 'page6-107.svg']",4.0,Large diamond on a small triangle,6.0,13.0,"(24,)",page7-157.svg,True
e5ZTHXY7C4QRYKDvE,exp2_train_and_test_50.json,jTjfWNGNkRnLjAmLx,30,5,page1-149.svg,False,1.0,high,single-utterance-unidirectional,92,80,"['page4-128.svg', 'page7-107.svg', 'page7-113.svg', 'page3-33.svg', 'page2-100.svg', 'page7-166.svg', 'page6-206.svg', 'page1-149.svg', 'page6-160.svg', 'page2-140.svg']",,,,,,,
BfydDFFrwAkiowHcJ,exp2_train_and_test_55.json,7uhTAYCXHGQacvFtJ,26,4,page1-77.svg,False,0.6833333333333333,low,single-utterance-unidirectional,199,219,"['page1-77.svg', 'page3-61.svg', 'page3-59.svg', 'page4-241.svg', 'page5-139.svg', 'page6-107.svg', 'page4-244.svg', 'page7-155.svg', 'page5-128.svg', 'page4-98.svg']",10.0,arrow pointing up from sowrd,5.0,18.0,"(25,)",page1-77.svg,True
xpedWsTwKZkYKDBK5,exp2_train_and_test_10.json,goWNe7LoenhSsohBu,32,5,page1-149.svg,False,1.0,high,single-utterance-unidirectional,181,167,"['page4-96.svg', 'page1-149.svg', 'page3-201.svg', 'page6-167.svg', 'page1-77.svg', 'page1-133.svg', 'page7-20.svg', 'page4-5.svg', 'page1-175.svg', 'page7-4.svg']",9.0,a tall two-tiered thick candlestick,5.0,29.0,"(39,)",page1-149.svg,True
HMLZ7yLtqizrGXToe,exp2_train_and_test_58.json,MDsSmDH56qKpqF8CM,9,1,page8-38.svg,True,0.5777777777777778,low,single-utterance-unidirectional,68,127,"['page8-38.svg', 'page4-195.svg', 'page3-205.svg', 'page7-41.svg', 'page4-241.svg', 'page5-84.svg', 'page7-226.svg', 'page6-31.svg', 'page5-233.svg', 'page9-40.svg']",11.0,it looks like a cat sitting on its butt to me,11.0,23.0,"(39,)",page8-38.svg,True
6uGZNSLWcxNmt3EY6,exp2_train_and_test_43.json,T8gWLx5y2BEYidh7K,35,5,page5-155.svg,False,0.5777777777777778,low,single-utterance-unidirectional,223,14,"['page7-217.svg', 'page3-59.svg', 'page8-234.svg', 'page5-85.svg', 'page7-157.svg', 'page1-175.svg', 'page7-203.svg', 'page5-155.svg', 'page8-169.svg', 'page6-107.svg']",4.0,Christmas tree,2.0,9.0,"(15,)",page5-155.svg,True
Dbq9Z9DvsaFyNCXK7,exp2_train_and_test_56.json,GdL9xELxkXvJTHBhG,16,2,page7-35.svg,False,0.7333333333333334,low,single-utterance-unidirectional,7,83,"['page7-29.svg', 'page5-121.svg', 'page1-107.svg', 'page7-125.svg', 'page5-155.svg', 'page4-96.svg', 'page7-35.svg', 'page6-192.svg', 'page8-206.svg', 'page5-40.svg']",12.0,Boat with arrow as a mast,6.0,24.0,"(35,)",page7-35.svg,True
NkobbfJ9t6XFmY5Hu,exp2_train_and_test_0.json,CsHWueaBBQMyJ3mFa,31,5,page6-204.svg,False,1.0,high,single-utterance-unidirectional,26,204,"['page7-177.svg', 'page5-75.svg', 'page6-204.svg', 'page7-35.svg', 'page7-144.svg', 'page4-98.svg', 'page2-131.svg', 'page6-245.svg', 'page9-34.svg', 'page7-115.svg']",6.0,it looks like a building with a chimney coming out of the top left,14.0,16.0,"(30,)",page6-204.svg,True
ceP5wyHBSp9k5qtZL,exp2_train_and_test_52.json,WcLHEvvtDxnwPFZPt,15,2,page8-159.svg,False,1.0,high,single-utterance-unidirectional,11,142,"['page9-32.svg', 'page7-10.svg', 'page8-159.svg', 'page8-215.svg', 'page6-107.svg', 'page1-150.svg', 'page8-156.svg', 'page8-246.svg', 'page1-172.svg', 'page2-16.svg']",4.0,A big letter J,4.0,8.0,"(21,)",page8-159.svg,True
rgK8Wp6kkXkSWAzkF,exp2_train_and_test_23.json,p9cz2soL2mjiHCWhZ,16,2,page1-133.svg,False,0.5444444444444445,low,single-utterance-unidirectional,87,69,"['page1-128.svg', 'page7-10.svg', 'page5-56.svg', 'page6-226.svg', 'page6-160.svg', 'page1-133.svg', 'page6-204.svg', 'page5-188.svg', 'page7-116.svg', 'page8-248.svg']",3.0,square with top left and top right bits missing,9.0,12.0,"(37,)",page1-133.svg,True
Ka9k9DGetwQuneKFx,exp2_train_and_test_40.json,hzByBa7q8Ka5nRsAE,25,4,page7-144.svg,False,1.0,high,single-utterance-unidirectional,102,162,"['page7-29.svg', 'page2-100.svg', 'page7-144.svg', 'page3-201.svg', 'page9-23.svg', 'page3-200.svg', 'page2-165.svg', 'page4-232.svg', 'page5-153.svg', 'page7-44.svg']",5.0,"Largest shape, pointed right",4.0,21.0,"(33,)",page7-144.svg,True
56hKhxaHnTBi9Eipw,exp2_train_and_test_15.json,oSfbq7Fhr9K28TA6E,30,5,page1-175.svg,False,1.0,high,single-utterance-unidirectional,227,118,"['page4-96.svg', 'page1-149.svg', 'page3-201.svg', 'page6-167.svg', 'page1-77.svg', 'page1-133.svg', 'page7-20.svg', 'page4-5.svg', 'page1-175.svg', 'page7-4.svg']",7.0,kite on its side with no string,7.0,19.0,"(26,)",page4-96.svg,False
Ygmr4tTvQ3s37sPpa,exp2_train_and_test_8.json,mfXwFcTzfpPsFoHvp,23,3,page6-219.svg,False,1.0,high,single-utterance-unidirectional,189,225,"['page7-4.svg', 'page5-45.svg', 'page3-61.svg', 'page5-96.svg', 'page8-234.svg', 'page4-190.svg', 'page6-219.svg', 'page5-26.svg', 'page8-166.svg', 'page7-15.svg']",8.0,the rectangle facing down with the square on the bottom right and slanted rectangle on the bottom,17.0,30.0,"(33,)",page6-219.svg,True
LYJLP6vETfAttrEvQ,exp2_train_and_test_48.json,GsdSbv5EZduJz52ga,0,0,page7-53.svg,False,0.7333333333333332,low,single-utterance-unidirectional,1,230,"['page4-142.svg', 'page5-56.svg', 'page1-97.svg', 'page4-98.svg', 'page6-23.svg', 'page4-244.svg', 'page8-221.svg', 'page1-95.svg', 'page7-53.svg', 'page6-124.svg']",26.0,it looks kind of like a bird flying at you,10.0,40.0,"(46,)",page6-124.svg,False
9hhXYLoXnLqkC6FuL,exp2_train_and_test_17.json,QAZu2LGKf2KsGSibh,28,4,page6-208.svg,False,1.0,high,single-utterance-unidirectional,183,136,"['page7-155.svg', 'page7-144.svg', 'page8-221.svg', 'page8-22.svg', 'page6-208.svg', 'page1-107.svg', 'page6-1.svg', 'page5-121.svg', 'page7-41.svg', 'page7-15.svg']",5.0,spikes in 3 directions,4.0,9.0,"(21,)",page6-208.svg,True
9YyFJHegRL4MxrjG2,exp2_train_and_test_3.json,rrEYirocXcWdLbZHJ,0,0,page3-139.svg,False,0.9935185185185184,high,single-utterance-unidirectional,232,43,"['page5-165.svg', 'page5-101.svg', 'page2-86.svg', 'page6-166.svg', 'page7-126.svg', 'page8-169.svg', 'page4-180.svg', 'page6-167.svg', 'page3-139.svg', 'page1-117.svg']",12.0,a fat man with wide trousers,6.0,21.0,"(37,)",page3-139.svg,True
ceP5wyHBSp9k5qtZL,exp2_train_and_test_52.json,7bzfuyjZNG4ZDrCrE,28,4,page1-172.svg,False,0.6444444444444445,low,single-utterance-unidirectional,11,142,"['page9-32.svg', 'page7-10.svg', 'page8-159.svg', 'page8-215.svg', 'page6-107.svg', 'page1-150.svg', 'page8-156.svg', 'page8-246.svg', 'page1-172.svg', 'page2-16.svg']",5.0,Dinosaur long neck,3.0,11.0,"(24,)",page1-172.svg,True
Ka9k9DGetwQuneKFx,exp2_train_and_test_40.json,emNztxddL43t9mZER,5,0,page2-100.svg,False,0.7685185185185184,low,single-utterance-unidirectional,102,162,"['page7-29.svg', 'page2-100.svg', 'page7-144.svg', 'page3-201.svg', 'page9-23.svg', 'page3-200.svg', 'page2-165.svg', 'page4-232.svg', 'page5-153.svg', 'page7-44.svg']",6.0,"its base is a triangle, its top a tipped square",10.0,23.0,"(32,)",page2-100.svg,True
KLSQpeJJBJFt4uCqW,exp2_train_and_test_53.json,zRuRD8ShF8WWnYTcj,35,5,page7-113.svg,False,0.7636363636363637,low,single-utterance-unidirectional,208,18,"['page6-206.svg', 'page7-113.svg', 'page7-166.svg', 'page2-100.svg', 'page3-33.svg', 'page2-140.svg', 'page6-160.svg', 'page4-128.svg', 'page1-149.svg', 'page7-107.svg']",5.0,Horse,1.0,5.0,"(15,)",page7-113.svg,True
HMLZ7yLtqizrGXToe,exp2_train_and_test_58.json,eEr82jcDzZtZAimdd,4,0,page4-241.svg,False,0.995,high,single-utterance-unidirectional,127,68,"['page4-195.svg', 'page6-31.svg', 'page4-241.svg', 'page7-41.svg', 'page8-38.svg', 'page5-233.svg', 'page3-205.svg', 'page7-226.svg', 'page9-40.svg', 'page5-84.svg']",8.0,It looked like a giant X,6.0,17.0,"(25,)",page4-241.svg,True
22ivtGw9ahgyetDB6,exp2_train_and_test_28.json,teRjWeaKdmnbJ9eME,3,0,page5-63.svg,False,0.9935185185185184,high,single-utterance-unidirectional,161,53,"['page5-121.svg', 'page3-33.svg', 'page6-52.svg', 'page7-44.svg', 'page5-63.svg', 'page2-34.svg', 'page6-155.svg', 'page7-115.svg', 'page6-175.svg', 'page7-113.svg']",,,,,,,
Ciw85tqzkYhgm7gfd,exp2_train_and_test_16.json,b7BZk8G4f8wkAEQcu,2,0,page5-213.svg,False,0.7148148148148149,low,single-utterance-unidirectional,108,90,"['page5-56.svg', 'page5-213.svg', 'page1-34.svg', 'page7-79.svg', 'page2-114.svg', 'page6-1.svg', 'page4-180.svg', 'page5-85.svg', 'page2-133.svg', 'page6-204.svg']",7.0,a man walking to the right,6.0,10.0,"(23,)",page5-213.svg,True
nwJ4KqKaffjjA2CYD,exp2_train_and_test_5.json,pESnxy7JNYaojFEN9,1,0,page7-166.svg,False,1.0,high,single-utterance-unidirectional,28,94,"['page7-40.svg', 'page3-52.svg', 'page5-40.svg', 'page5-107.svg', 'page3-33.svg', 'page3-21.svg', 'page7-20.svg', 'page6-228.svg', 'page7-166.svg', 'page7-155.svg']",13.0,a symbol on top of a triangle,7.0,24.0,"(30,)",page7-166.svg,True
GcKCJfJgQWuA8Qsvd,exp2_train_and_test_31.json,oRK9rTsLauRbgZ5cY,12,2,page9-23.svg,False,1.0,high,single-utterance-unidirectional,88,41,"['page5-84.svg', 'page3-201.svg', 'page1-48.svg', 'page9-23.svg', 'page5-75.svg', 'page6-162.svg', 'page4-96.svg', 'page6-52.svg', 'page6-192.svg', 'page5-80.svg']",8.0,Looks like a big triangle at the bottom and some shapes on top.,13.0,24.0,"(45,)",page9-23.svg,True
79rpP8Nt3tok8t8t9,exp2_train_and_test_51.json,npmqgMitAWFfu2zNh,34,5,page3-33.svg,False,0.6111111111111112,low,single-utterance-unidirectional,141,93,"['page4-128.svg', 'page7-107.svg', 'page7-113.svg', 'page3-33.svg', 'page2-100.svg', 'page7-166.svg', 'page6-206.svg', 'page1-149.svg', 'page6-160.svg', 'page2-140.svg']",6.0,This looks like three mountains with a rectangle in the background,11.0,18.0,"(26,)",page3-33.svg,True
BmYrDnmoZCa4iK5ZR,exp2_train_and_test_27.json,eNbNmMxrbu2TM7Xoj,24,4,page3-139.svg,False,0.9935185185185184,high,single-utterance-unidirectional,233,116,"['page9-39.svg', 'page3-33.svg', 'page5-128.svg', 'page3-139.svg', 'page7-166.svg', 'page3-201.svg', 'page6-160.svg', 'page1-34.svg', 'page2-131.svg', 'page8-166.svg']",3.0,a bowl on top of two pointy triangles,8.0,10.0,"(19,)",page3-139.svg,True
td9LbRmrtawkbpDTK,exp2_train_and_test_38.json,ZY8YrtkMjjNJ85akA,1,0,page2-131.svg,False,0.5333333333333334,low,single-utterance-unidirectional,23,101,"['page6-71.svg', 'page7-41.svg', 'page4-197.svg', 'page4-98.svg', 'page6-109.svg', 'page6-208.svg', 'page6-135.svg', 'page7-15.svg', 'page2-131.svg', 'page6-186.svg']",12.0,A hammer or tomahawk,4.0,25.0,"(54,)",page2-131.svg,True
BfydDFFrwAkiowHcJ,exp2_train_and_test_55.json,eZqY8rz3Z3ZSrJ2FQ,14,2,page6-107.svg,True,0.7000000000000001,low,single-utterance-unidirectional,219,199,"['page4-244.svg', 'page7-155.svg', 'page1-77.svg', 'page3-59.svg', 'page5-128.svg', 'page5-139.svg', 'page3-61.svg', 'page4-241.svg', 'page4-98.svg', 'page6-107.svg']",4.0,Rocket pointing north,3.0,14.0,"(24,)",page6-107.svg,True
56hKhxaHnTBi9Eipw,exp2_train_and_test_15.json,SYsbSzJsj6YNBYXQ6,11,1,page2-114.svg,False,1.0,high,single-utterance-unidirectional,118,227,"['page4-180.svg', 'page1-172.svg', 'page2-20.svg', 'page5-96.svg', 'page2-114.svg', 'page8-159.svg', 'page6-53.svg', 'page3-70.svg', 'page7-53.svg', 'page7-125.svg']",5.0,it looks like an upside down triforce pyramid on top of smaller triangles,13.0,41.0,"(56,)",page7-53.svg,False
rgK8Wp6kkXkSWAzkF,exp2_train_and_test_23.json,igcppRLL4SwB8xTe7,17,2,page7-10.svg,False,0.7611111111111111,low,single-utterance-unidirectional,87,69,"['page1-128.svg', 'page7-10.svg', 'page5-56.svg', 'page6-226.svg', 'page6-160.svg', 'page1-133.svg', 'page6-204.svg', 'page5-188.svg', 'page7-116.svg', 'page8-248.svg']",9.0,trophy,1.0,11.0,"(25,)",page7-10.svg,True
9yLcExJ7nPHeetN2s,exp2_train_and_test_36.json,EwzgAnKRMSSe83quD,23,3,page5-75.svg,False,0.6944444444444444,low,single-utterance-unidirectional,143,25,"['page3-61.svg', 'page7-116.svg', 'page5-75.svg', 'page9-32.svg', 'page3-201.svg', 'page2-100.svg', 'page8-183.svg', 'page5-26.svg', 'page3-66.svg', 'page3-163.svg']",13.0,swan,1.0,13.0,"(24,)",page5-75.svg,True
jLWqw4ZhFPFybBPXA,exp2_train_and_test_19.json,ucaTqe2CpjdhG5XqP,27,4,page1-30.svg,True,1.0,high,single-utterance-unidirectional,173,215,"['page8-18.svg', 'page7-115.svg', 'page6-135.svg', 'page1-128.svg', 'page2-86.svg', 'page8-38.svg', 'page4-197.svg', 'page7-44.svg', 'page1-30.svg', 'page5-71.svg']",4.0,It looks like a christmas tree,6.0,10.0,"(25,)",page1-30.svg,True
9hhXYLoXnLqkC6FuL,exp2_train_and_test_17.json,yvkfgGFL7uukPitbE,26,4,page7-41.svg,False,0.7555555555555555,low,single-utterance-unidirectional,183,136,"['page7-155.svg', 'page7-144.svg', 'page8-221.svg', 'page8-22.svg', 'page6-208.svg', 'page1-107.svg', 'page6-1.svg', 'page5-121.svg', 'page7-41.svg', 'page7-15.svg']",6.0,house on a boat,4.0,9.0,"(12,)",page7-41.svg,True
xWDb5pSywSSfaBFxk,exp2_train_and_test_33.json,ufPCE35Gqgzz8ehXZ,18,3,page7-203.svg,False,0.9925925925925926,high,single-utterance-unidirectional,54,177,"['page6-185.svg', 'page6-228.svg', 'page8-234.svg', 'page1-132.svg', 'page7-203.svg', 'page6-52.svg', 'page5-85.svg', 'page7-113.svg', 'page5-63.svg', 'page6-21.svg']",12.0,pile of shapes with arrow pointing down on top,9.0,29.0,"(41,)",page7-203.svg,True
Dbq9Z9DvsaFyNCXK7,exp2_train_and_test_56.json,vXu3oHk6MEwgPNzMv,1,0,page4-96.svg,False,1.0,high,single-utterance-unidirectional,7,83,"['page7-29.svg', 'page5-121.svg', 'page1-107.svg', 'page7-125.svg', 'page5-155.svg', 'page4-96.svg', 'page7-35.svg', 'page6-192.svg', 'page8-206.svg', 'page5-40.svg']",12.0,Looks like a watering can with a spout on the right side,12.0,34.0,,,
YzZ49BQtfsM7yRrmq,exp2_train_and_test_12.json,9jjfhqHdpshMYgggf,13,2,page7-35.svg,True,0.7333333333333334,low,single-utterance-unidirectional,55,74,"['page7-35.svg', 'page4-195.svg', 'page5-128.svg', 'page9-34.svg', 'page2-190.svg', 'page6-226.svg', 'page7-40.svg', 'page7-113.svg', 'page2-34.svg', 'page6-162.svg']",,,,,,,
FcWs7wviKdmRDeZ2P,exp2_train_and_test_13.json,YqN7P6QANZa4oxfpC,27,4,page6-204.svg,False,1.0,high,single-utterance-unidirectional,114,209,"['page6-21.svg', 'page1-128.svg', 'page3-207.svg', 'page7-125.svg', 'page4-155.svg', 'page9-40.svg', 'page8-22.svg', 'page6-204.svg', 'page8-192.svg', 'page6-31.svg']",6.0,Castle with chimney,3.0,11.0,"(23,)",page6-204.svg,True
STLPBTLJ9hMuYBr6G,exp2_train_and_test_1.json,ted3sAQspBo8XuHi6,6,1,page2-165.svg,False,0.7499999999999999,low,single-utterance-unidirectional,31,58,"['page3-70.svg', 'page8-21.svg', 'page5-101.svg', 'page2-165.svg', 'page1-95.svg', 'page8-156.svg', 'page7-40.svg', 'page6-171.svg', 'page3-61.svg', 'page7-29.svg']",4.0,boat with a small sail on top,7.0,12.0,"(21,)",page1-95.svg,False
ZrWCQ66uhbQhnQkMT,exp2_train_and_test_45.json,PmSbBDFeTdiQ87ADY,35,5,page5-155.svg,False,0.5777777777777778,low,single-utterance-unidirectional,95,182,"['page7-217.svg', 'page3-59.svg', 'page8-234.svg', 'page5-85.svg', 'page7-157.svg', 'page1-175.svg', 'page7-203.svg', 'page5-155.svg', 'page8-169.svg', 'page6-107.svg']",,,,,,,
hPb8Bjt25ty4fAwHn,exp2_train_and_test_46.json,8BG3fNPmnxgFyqbsH,4,0,page4-197.svg,False,1.0,high,single-utterance-unidirectional,160,17,"['page8-182.svg', 'page5-153.svg', 'page4-197.svg', 'page2-34.svg', 'page6-166.svg', 'page2-20.svg', 'page8-22.svg', 'page2-86.svg', 'page9-34.svg', 'page8-156.svg']",17.0,arrow point down against a wall,6.0,33.0,"(45,)",page4-197.svg,True
