game_id,round_id,trial_index,block,target,controlled,snd_value,snd_class,chat_mode,speaker_id,listener_id,context,sec_until_press,description,description_len,time_to_message,sec_until_click,response,correct
6oDZZokaTPbFbFyxq,4bNn8AmoDkQFvrZ6K,27,4,page7-166.svg,True,1.0,high,single-utterance-unidirectional,56,101,"['page7-166.svg', 'page1-95.svg', 'page5-153.svg', 'page4-190.svg', 'page7-202.svg', 'page7-126.svg', 'page3-61.svg', 'page2-16.svg', 'page5-96.svg', 'page7-127.svg']",15.0,BULLDOG ONE WITH TRIANGLE HOLDIUNG IT UP,7.0,22.0,"(49,)",page7-166.svg,True
jKTvqGPmLEETosBRv,CuAJAB6aotNu2yqKo,25,4,page-F.svg,False,0.6685185185185186,low,single-utterance-unidirectional,143,127,"['page8-156.svg', 'page8-192.svg', 'page6-162.svg', 'page7-53.svg', 'page7-145.svg', 'page7-177.svg', 'page7-226.svg', 'page-F.svg', 'page7-41.svg', 'page7-36.svg']",13.0,person slumped to the left,5.0,21.0,"(34,)",page-F.svg,True
r7729FXFMtEsfEXpt,vmdhYxTfHrheFBkSq,23,3,page7-20.svg,False,1.0,high,single-utterance-unidirectional,211,213,"['page5-153.svg', 'page8-169.svg', 'page3-12.svg', 'page6-71.svg', 'page7-15.svg', 'page6-160.svg', 'page7-20.svg', 'page9-39.svg', 'page5-84.svg', 'page5-66.svg']",,,,,,,
vmDdBxQwuwh9zvF8P,g8egfamRfBYtFFFmp,29,4,page4-11.svg,False,0.738888888888889,low,single-utterance-unidirectional,137,95,"['page1-77.svg', 'page6-219.svg', 'page2-36.svg', 'page1-95.svg', 'page1-34.svg', 'page5-26.svg', 'page4-11.svg', 'page5-85.svg', 'page9-40.svg', 'page2-133.svg']",9.0,Bottom right filled in with square at top,8.0,20.0,"(25,)",page4-11.svg,True
r7729FXFMtEsfEXpt,muM5N4oiBh9rbhekC,3,0,page8-169.svg,False,1.0,high,single-utterance-unidirectional,213,211,"['page6-71.svg', 'page7-15.svg', 'page8-169.svg', 'page5-66.svg', 'page7-20.svg', 'page9-39.svg', 'page5-153.svg', 'page3-12.svg', 'page6-160.svg', 'page5-84.svg']",,,,,,,
d8wBFJSAzTXrSi2Ro,NSAyLr4t9mqZLqioW,19,3,page2-140.svg,False,1.0,high,single-utterance-unidirectional,224,54,"['page1-117.svg', 'page6-206.svg', 'page1-30.svg', 'page7-81.svg', 'page9-39.svg', 'page8-247.svg', 'page2-140.svg', 'page6-228.svg', 'page1-185.svg', 'page3-33.svg']",18.0,like a bed with finger on,6.0,23.0,"(39,)",page2-140.svg,True
3ary6q5mdMWTh8EFJ,2CDNNSAutiffcdmub,12,2,page5-153.svg,False,0.6425925925925926,low,single-utterance-unidirectional,94,16,"['page2-36.svg', 'page4-197.svg', 'page1-150.svg', 'page3-33.svg', 'page5-153.svg', 'page6-124.svg', 'page7-107.svg', 'page5-40.svg', 'page8-58.svg', 'page5-45.svg']",4.0,Bowl with two handles,4.0,10.0,"(13,)",page5-153.svg,True
nf5oZri8MdxJqkW3r,BaT97qAw6GWnNqTsF,2,0,page7-40.svg,True,0.7611111111111111,low,single-utterance-unidirectional,195,156,"['page3-70.svg', 'page8-21.svg', 'page5-101.svg', 'page2-165.svg', 'page1-95.svg', 'page8-156.svg', 'page7-40.svg', 'page6-171.svg', 'page3-61.svg', 'page7-29.svg']",11.0,Looks like a big letter P,6.0,18.0,"(28,)",page7-40.svg,True
ybLJmKm4ZdQZgZ3Rg,tgFwYYPmoTBnFJcsC,26,4,page9-39.svg,False,0.7407407407407408,low,single-utterance-unidirectional,68,102,"['page8-247.svg', 'page6-206.svg', 'page1-117.svg', 'page2-140.svg', 'page1-30.svg', 'page9-39.svg', 'page1-185.svg', 'page3-33.svg', 'page6-228.svg', 'page7-81.svg']",3.0,Pipe facing left,3.0,6.0,"(12,)",page9-39.svg,True
Cf5fFT4QPbByXSB5s,wKbxNELTADC8EPmpM,9,1,page1-95.svg,True,1.0,high,single-utterance-unidirectional,57,80,"['page7-166.svg', 'page1-95.svg', 'page5-153.svg', 'page4-190.svg', 'page7-202.svg', 'page7-126.svg', 'page3-61.svg', 'page2-16.svg', 'page5-96.svg', 'page7-127.svg']",15.0,sort of like a bot with a sail,8.0,26.0,"(35,)",page1-95.svg,True
h3DszyAzWvDeNDqFi,FtYk39iCu8TYybBWY,5,0,page5-86.svg,False,0.4833333333333334,low,single-utterance-unidirectional,8,223,"['page6-208.svg', 'page5-165.svg', 'page7-41.svg', 'page8-169.svg', 'page8-38.svg', 'page5-86.svg', 'page7-125.svg', 'page2-20.svg', 'page3-33.svg', 'page7-107.svg']",4.0,A duck facing right,4.0,12.0,"(33,)",page5-86.svg,True
FvSgGZcaE85QgqXam,APcFnqoZGiB9cQAoa,22,3,page7-107.svg,False,0.9935185185185184,high,single-utterance-unidirectional,71,170,"['page5-40.svg', 'page7-107.svg', 'page8-58.svg', 'page2-36.svg', 'page6-124.svg', 'page3-33.svg', 'page5-45.svg', 'page4-197.svg', 'page1-150.svg', 'page5-153.svg']",6.0,white diamond in middle,4.0,15.0,"(23,)",page7-107.svg,True
qyNNn9TwYfGcsQ7HL,Fg78qX6xvYcoMv7hY,28,4,page2-34.svg,False,0.7611111111111111,low,single-utterance-unidirectional,74,14,"['page5-121.svg', 'page3-33.svg', 'page6-52.svg', 'page7-44.svg', 'page5-63.svg', 'page2-34.svg', 'page6-155.svg', 'page7-115.svg', 'page6-175.svg', 'page7-113.svg']",6.0,,,,,,
kp8BgbK6wvnYPuQGY,ZPNyqTWGwZ3GZBLN5,28,4,page6-122.svg,False,0.5666666666666667,low,single-utterance-unidirectional,151,130,"['page6-122.svg', 'page9-40.svg', 'page7-226.svg', 'page7-125.svg', 'page8-246.svg', 'page6-160.svg', 'page7-145.svg', 'page5-101.svg', 'page8-183.svg', 'page8-21.svg']",3.0,house,1.0,5.0,"(19,)",page6-122.svg,True
mQXjWgrEfavDMEW9H,zqDZMFrKNGqKvoH8j,15,2,page3-52.svg,False,1.0,high,single-utterance-unidirectional,26,83,"['page1-175.svg', 'page7-15.svg', 'page3-52.svg', 'page8-54.svg', 'page4-244.svg', 'page5-36.svg', 'page7-40.svg', 'page8-183.svg', 'page8-38.svg', 'page7-20.svg']",9.0,"tall body, stubby legs, two points on top",8.0,16.0,"(23,)",page3-52.svg,True
te8aFGdFvzCg2sQmZ,jY3euKmnrzpyg9DoF,9,1,page3-70.svg,False,1.0,high,single-utterance-unidirectional,55,208,"['page3-70.svg', 'page3-12.svg', 'page7-29.svg', 'page1-77.svg', 'page6-23.svg', 'page7-73.svg', 'page3-33.svg', 'page5-65.svg', 'page4-190.svg', 'page5-40.svg']",13.0,Arrow pointing left and up,5.0,20.0,"(28,)",page3-70.svg,True
C4BE3Bcky8iq2Dip5,C8DNnSYwTWgLkHg9H,10,1,page1-133.svg,False,0.5444444444444445,low,single-utterance-unidirectional,230,142,"['page1-48.svg', 'page1-133.svg', 'page9-40.svg', 'page8-38.svg', 'page7-44.svg', 'page-F.svg', 'page5-45.svg', 'page4-195.svg', 'page6-206.svg', 'page7-55.svg']",7.0,house,1.0,10.0,"(16,)",page1-133.svg,True
jE8JMgZXZtXkxhbZL,P598JtM39SxWnFW7P,29,4,page7-125.svg,True,0.9935185185185184,high,single-utterance-unidirectional,43,69,"['page8-182.svg', 'page5-139.svg', 'page6-1.svg', 'page7-127.svg', 'page5-56.svg', 'page3-201.svg', 'page7-125.svg', 'page5-84.svg', 'page6-162.svg', 'page8-206.svg']",5.0,a stone wall facing left,5.0,10.0,"(19,)",page7-125.svg,True
ZcWh2SAbYaKsBjERa,HqjMBZABSLd3L77Yk,16,2,page5-121.svg,False,0.9925925925925926,high,single-utterance-unidirectional,125,164,"['page5-121.svg', 'page3-33.svg', 'page6-52.svg', 'page7-44.svg', 'page5-63.svg', 'page2-34.svg', 'page6-155.svg', 'page7-115.svg', 'page6-175.svg', 'page7-113.svg']",6.0,hurricane symbol,2.0,9.0,"(17,)",page5-121.svg,True
